,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
531,10,0,58.0,12,11,3,3,2,0,0,1
532,12,0,72.96,1,10,4,5,2,3,0,1
533,103,0,96.05,4,6,4,4,1,3,0,1
534,2,0,77.25,1,7,4,3,0,1,0,1
535,0,0,82.66,7,23,4,1,0,0,3,1
536,44,1,106.2,4,27,4,2,0,0,0,1
537,62,0,72.75,3,7,4,4,1,0,3,0
538,12,1,65.0,6,20,2,0,1,0,0,1
539,2,1,116.27,7,9,4,1,0,0,0,1
540,166,0,110.0,11,1,4,3,0,0,0,0
541,36,2,148.5,10,3,4,1,1,3,0,1
542,2,0,88.0,3,16,0,2,0,0,0,1
543,10,0,129.0,5,15,2,9,4,0,0,1
544,43,1,149.4,5,18,4,1,0,3,0,1
545,184,2,105.3,8,9,4,3,0,0,0,0
546,58,0,113.4,6,20,4,2,1,3,0,0
547,44,0,107.1,4,2,4,1,1,0,3,0
548,73,1,107.95,4,9,4,2,2,3,0,0
549,156,1,114.83,7,5,4,4,0,0,0,0
550,37,0,94.5,9,16,4,2,0,0,0,1
551,94,1,111.33,10,8,4,1,2,0,0,1
552,16,1,0.0,10,8,4,0,0,0,0,1
553,1,0,65.0,3,29,2,1,0,0,0,1
554,77,1,75.0,12,9,3,2,0,0,0,1
555,189,1,60.0,3,25,3,2,1,3,0,1
556,22,1,95.0,11,19,4,3,0,0,0,1
557,222,0,118.0,4,28,4,3,2,0,0,0
558,145,0,94.5,8,29,3,1,2,0,1,1
559,123,0,120.34,10,21,4,5,2,3,0,1
560,0,1,89.0,4,4,4,0,1,0,3,1
561,34,2,100.35,8,28,4,4,2,0,3,0
562,83,2,159.3,4,3,4,1,2,5,0,1
563,181,1,250.0,10,11,3,1,0,0,0,0
564,42,1,90.76,2,14,4,3,2,3,0,1
565,14,0,95.0,10,3,2,0,1,0,0,1
566,184,0,98.1,10,12,4,1,0,0,3,0
567,2,0,94.0,11,2,0,2,0,3,0,1
568,38,1,145.8,9,21,4,2,1,0,0,1
569,99,0,80.5,2,19,2,2,0,0,0,1
570,30,1,88.56,7,14,3,3,1,0,3,1
571,210,0,72.75,10,8,3,3,1,0,0,1
572,4,0,85.5,4,7,3,3,0,0,0,1
573,287,2,100.8,9,29,4,3,0,0,0,0
574,23,0,109.0,3,18,4,1,0,0,0,1
575,27,2,139.0,7,6,4,1,0,0,3,1
576,346,1,115.0,9,13,3,2,0,0,1,0
577,27,1,151.0,7,8,4,2,0,0,0,1
578,48,2,79.2,11,4,4,2,1,0,3,1
579,90,0,73.95,3,7,4,4,1,0,0,0
580,133,1,105.3,8,21,4,0,2,0,0,1
581,68,1,118.8,4,26,4,2,0,3,0,1
582,82,0,85.5,6,23,4,1,0,0,3,0
583,30,0,67.0,11,13,2,0,1,0,0,1
584,2,0,169.33,8,15,4,2,1,0,3,1
585,118,1,114.3,8,11,4,1,0,0,0,1
586,134,0,65.0,12,4,3,2,2,0,0,1
587,33,2,117.33,9,15,4,2,0,0,0,1
588,40,2,109.8,9,1,4,1,0,0,0,1
589,43,1,117.9,4,8,4,1,0,0,0,1
590,88,0,76.5,8,14,4,2,0,0,0,1
591,117,1,97.75,6,28,4,4,0,1,3,1
592,54,2,156.93,7,10,4,0,1,5,0,1
593,259,0,90.0,5,5,3,3,0,0,0,0
594,134,0,103.5,8,10,4,2,0,0,3,0
595,180,1,100.0,5,2,3,1,1,0,0,1
596,78,2,90.63,11,12,4,5,2,0,0,0
597,1,2,159.0,3,24,4,1,0,0,0,1
598,13,1,90.6,11,22,3,0,2,0,0,1
599,42,2,121.78,11,1,4,9,2,0,0,1
600,88,2,150.45,4,3,4,2,2,5,0,1
601,36,2,102.6,10,13,4,1,0,0,3,1
602,1,0,96.0,8,29,4,1,2,0,0,1
603,46,0,73.9,3,3,4,3,0,0,0,0
604,96,0,94.5,7,11,3,1,2,0,1,0
605,22,0,140.0,5,20,3,2,0,0,0,1
606,16,1,131.0,7,28,4,2,0,0,0,0
607,147,2,143.1,9,18,4,3,2,3,0,1
608,37,1,72.91,9,5,4,3,1,0,3,1
609,24,2,119.0,10,20,4,3,0,0,3,1
610,8,0,185.67,3,25,4,2,1,0,1,0
611,98,1,117.9,8,21,4,2,2,0,0,1
612,102,0,109.0,10,16,3,2,0,0,1,1
613,53,0,116.1,5,6,4,2,0,0,3,0
614,12,0,71.0,1,19,3,2,0,0,0,1
615,59,0,75.0,11,18,3,2,2,0,0,1
616,22,2,112.25,8,28,4,2,2,0,3,1
617,154,1,114.3,8,24,4,1,0,0,0,0
618,196,0,105.3,8,4,4,3,0,0,0,0
619,62,0,75.0,11,21,3,2,1,0,0,1
620,99,0,65.0,10,30,3,2,2,0,0,0
621,58,2,178.56,12,29,4,3,2,3,0,1
622,151,0,71.0,1,19,3,2,0,0,0,1
623,168,1,76.58,7,26,4,4,0,0,0,1
624,2,1,136.0,6,11,4,1,0,3,0,1
625,146,2,127.8,7,8,4,1,0,3,0,1
626,71,0,98.0,5,10,3,3,0,0,1,1
627,199,1,98.1,10,1,4,1,1,0,3,1
628,41,0,85.67,3,13,2,1,2,0,0,1
629,12,1,65.0,6,14,2,2,0,0,0,1
630,24,0,55.0,12,4,3,2,0,0,0,1
631,6,1,81.0,12,16,4,1,0,0,0,1
632,140,1,88.77,7,2,4,1,1,1,0,1
633,9,1,95.2,12,28,4,4,0,0,3,1
634,111,1,102.75,5,9,4,3,1,0,3,1
635,12,0,80.0,1,26,2,2,0,0,0,1
636,50,0,98.55,10,19,3,2,0,0,0,1
637,15,0,195.4,3,17,4,3,2,5,0,0
638,33,0,64.0,1,25,2,1,1,0,0,1
639,230,0,137.0,9,6,3,5,0,0,1,0
640,15,2,174.0,9,20,4,2,2,5,0,1
641,6,0,145.9,8,25,4,3,1,3,0,0
642,10,0,79.0,11,7,0,3,1,0,0,0
643,31,1,75.0,10,25,3,1,2,3,0,1
644,116,0,70.0,2,28,3,1,2,0,0,0
645,9,0,75.0,1,29,4,1,0,0,3,1
646,24,0,105.0,9,15,4,3,0,0,0,1
647,4,0,95.0,5,2,3,0,1,0,0,1
648,134,2,103.5,8,11,4,3,0,0,3,1
649,45,0,143.65,3,28,4,3,1,3,0,0
650,87,2,131.4,8,31,4,4,0,0,0,1
651,101,2,90.0,11,18,4,2,0,0,0,0
652,86,2,205.06,7,15,4,2,0,6,0,1
653,28,1,90.25,9,4,4,2,2,0,0,1
654,8,0,56.0,3,1,3,3,0,0,0,1
655,257,0,80.0,7,1,3,2,0,0,1,1
656,99,1,137.1,9,5,4,2,1,0,0,1
657,90,1,99.45,4,23,4,5,2,0,1,0
658,44,0,85.5,9,18,3,2,2,0,0,1
659,21,0,85.0,3,4,4,1,0,0,0,0
660,26,1,139.0,9,25,4,1,2,0,0,1
661,30,1,186.22,11,2,4,9,4,5,0,0
662,3,0,78.2,12,6,3,0,2,3,0,1
663,120,1,121.5,7,13,4,3,0,0,0,1
664,27,1,111.0,4,25,4,0,1,0,0,1
665,138,1,117.91,5,21,4,5,2,3,0,0
666,61,0,99.9,7,23,4,1,1,0,0,0
667,80,0,80.75,6,4,3,1,2,0,0,1
668,110,0,72.8,4,20,4,2,0,0,0,1
669,71,2,146.7,7,24,4,0,1,3,0,1
670,86,2,104.4,10,26,4,2,0,3,0,1
671,3,0,65.0,9,27,2,0,2,0,0,1
672,94,0,131.4,8,24,4,4,0,3,0,0
673,41,0,60.0,11,8,3,2,2,3,0,1
674,22,0,67.52,3,6,4,3,2,0,0,1
675,39,0,137.7,4,21,4,3,1,3,0,1
676,74,0,80.0,9,18,3,2,0,0,1,1
677,4,1,65.46,11,13,4,0,1,0,3,1
678,30,2,125.1,9,15,4,1,0,0,3,1
679,78,0,117.9,8,7,4,0,1,0,0,0
680,290,0,90.95,10,20,4,3,2,0,0,0
681,0,0,65.0,9,20,2,0,2,0,0,1
682,80,1,126.9,5,2,4,1,1,0,0,1
683,70,2,113.87,12,8,4,3,0,0,0,1
684,170,2,86.24,7,28,4,3,0,0,3,1
685,147,0,76.5,8,11,4,3,0,0,0,0
686,161,2,82.35,8,16,4,2,0,3,0,1
687,279,0,73.95,12,21,4,4,0,0,0,0
688,105,0,75.0,10,12,3,3,0,0,0,0
689,28,0,74.7,2,3,4,7,2,0,0,0
690,108,2,87.3,3,30,4,3,0,0,0,0
691,25,0,108.0,9,12,4,0,1,0,0,0
692,36,0,130.32,5,22,3,0,2,4,0,1
693,185,0,103.5,12,16,4,2,1,3,0,1
694,157,0,85.5,6,30,4,3,0,0,3,0
695,19,1,118.0,9,6,4,2,0,0,3,1
696,130,1,85.5,8,1,4,1,2,0,0,0
697,86,0,100.0,9,9,2,2,0,0,0,1
698,14,1,121.0,6,8,4,1,0,0,0,1
699,4,1,82.9,1,10,4,0,2,0,0,1
700,239,0,112.2,6,15,3,2,0,0,1,0
701,1,0,124.0,6,7,4,1,0,0,0,1
702,46,2,102.6,12,7,4,3,0,0,0,1
703,114,0,130.0,10,13,3,2,0,2,0,1
704,1,0,81.0,2,26,4,1,0,0,3,1
705,64,2,150.45,5,9,4,3,1,0,0,1
706,263,0,67.0,9,21,3,0,1,0,0,1
707,23,0,149.0,6,18,4,1,2,0,0,0
708,1,0,139.0,7,8,4,1,0,0,3,0
709,5,2,92.31,8,17,4,10,3,0,0,0
710,104,1,72.25,4,18,4,3,1,0,3,0
711,6,0,114.4,7,5,3,1,0,0,0,1
712,5,1,110.0,5,24,2,2,0,0,0,1
713,162,0,96.9,8,11,3,3,2,0,0,1
714,71,0,69.05,3,17,4,2,0,1,0,1
715,63,0,94.5,4,21,4,3,0,0,3,0
716,165,1,103.5,7,10,4,0,1,0,3,0
717,204,0,100.0,5,5,4,3,0,0,0,0
718,274,2,107.0,8,9,4,3,0,0,0,0
719,160,1,107.61,5,23,4,4,1,0,0,0
720,4,0,85.0,9,19,3,0,1,0,3,1
721,129,0,128.7,8,25,4,2,0,3,0,1
722,258,0,96.3,10,29,4,1,2,0,0,0
723,1,0,85.0,9,29,2,2,0,0,0,1
724,226,1,70.0,10,29,3,2,2,0,0,1
725,70,0,149.4,9,15,4,2,0,3,0,0
726,17,2,148.38,5,7,4,2,2,0,1,1
727,238,1,126.9,9,21,4,2,0,0,0,0
728,24,0,107.1,9,26,4,1,1,0,3,0
729,2,1,102.0,2,13,4,1,0,0,0,1
730,4,0,91.0,2,13,4,1,2,0,0,1
731,291,0,115.0,8,19,3,2,0,0,1,0
732,156,2,122.63,10,31,4,3,1,3,0,0
733,126,0,139.5,8,3,4,1,0,0,1,0
734,216,0,172.23,11,6,4,5,2,0,0,0
735,1,0,164.0,10,6,4,2,0,4,0,1
736,34,0,99.9,4,12,3,1,0,0,0,1
737,17,0,65.0,9,20,2,1,2,0,0,1
738,5,0,0.0,8,19,1,1,0,0,0,1
739,103,0,115.0,4,19,4,2,0,0,0,0
740,160,0,102.3,7,17,4,1,2,0,0,0
741,2,0,205.0,10,10,4,1,1,5,0,0
742,51,1,152.1,8,22,4,2,1,0,0,1
743,18,0,87.0,2,21,3,2,2,0,0,1
744,8,0,130.0,11,5,3,1,0,0,0,1
745,104,2,67.9,8,11,4,3,0,1,0,1
746,12,1,77.25,12,24,4,2,0,1,0,1
747,166,1,122.4,10,3,4,3,1,3,0,0
748,37,0,65.0,5,8,2,0,1,0,0,1
749,40,0,189.9,4,6,4,1,0,5,0,0
750,0,1,114.0,8,20,4,1,0,0,0,1
751,11,1,130.0,11,5,4,1,0,0,0,0
752,0,0,109.0,8,14,3,2,0,0,1,1
753,338,1,90.67,10,7,3,2,1,0,0,1
754,101,0,132.6,5,25,4,4,0,3,0,1
755,3,0,120.0,10,16,4,0,2,0,0,1
756,135,1,130.5,8,13,4,1,0,0,0,1
757,245,0,75.0,6,17,3,2,0,0,0,0
758,0,0,135.0,5,24,4,1,0,0,0,0
759,176,0,0.0,9,8,4,0,0,0,0,1
760,26,2,133.5,9,12,4,1,1,0,0,1
761,118,0,110.0,6,6,3,2,1,0,0,1
762,0,0,159.0,9,15,4,1,0,0,3,1
763,28,2,277.0,7,20,4,1,0,5,1,1
764,38,0,81.0,6,19,3,1,2,0,0,1
765,25,1,113.31,6,26,4,4,2,3,0,1
766,6,0,78.2,11,4,3,4,1,3,0,1
767,119,0,127.8,8,16,4,2,0,3,0,0
768,50,0,118.8,10,4,4,3,0,0,0,0
769,50,1,146.7,4,21,4,2,0,3,0,1
770,253,2,78.3,12,8,4,3,0,0,0,1
771,128,1,97.42,7,11,4,2,1,3,0,1
772,95,0,107.1,8,1,4,2,1,0,3,0
773,50,2,93.6,11,18,4,2,1,0,0,1
774,17,1,91.0,2,15,4,3,1,0,0,1
775,279,0,110.0,10,12,3,3,0,0,0,0
776,59,1,93.08,4,11,3,3,1,0,0,1
777,1,1,226.17,10,2,4,2,1,5,0,1
778,324,0,87.3,11,21,4,2,1,3,0,0
779,5,0,70.0,10,28,3,4,0,0,0,1
780,0,1,100.0,1,25,4,3,1,0,0,1
781,4,0,121.0,6,9,4,1,0,0,0,0
782,72,1,68.4,3,14,4,3,1,0,3,0
783,1,0,56.47,5,8,4,0,1,0,3,1
784,335,0,80.0,10,13,3,3,0,0,0,1
785,14,0,73.0,5,27,3,1,0,0,0,1
786,40,1,83.16,10,13,4,1,0,0,3,1
787,119,1,116.45,7,19,4,4,0,3,0,1
788,212,0,70.0,5,20,3,3,2,0,0,1
789,100,0,110.0,9,28,3,4,0,0,1,1
790,105,0,110.0,10,12,3,2,1,0,1,0
791,18,1,96.0,9,4,4,2,0,0,3,1
792,111,0,58.0,3,27,3,2,2,0,0,1
793,227,3,76.5,8,17,4,9,3,0,0,1
794,12,2,128.0,8,1,4,2,1,0,3,1
795,28,0,130.0,10,29,3,1,0,0,0,1
796,251,0,108.8,9,22,4,4,2,0,0,0
797,55,1,60.0,11,18,3,4,0,3,0,1
798,61,0,125.1,9,12,4,1,1,0,3,0
799,30,2,94.5,10,7,4,3,0,0,0,1
800,47,0,99.9,4,12,4,1,0,0,0,0
801,1,1,31.0,2,26,2,2,0,0,0,1
802,53,0,90.9,4,2,4,1,0,0,0,0
803,101,1,148.9,8,8,4,5,3,3,0,1
804,53,0,120.0,10,14,3,1,0,0,0,1
805,97,1,76.5,8,19,4,1,0,0,0,1
806,51,0,110.0,6,5,2,5,2,3,0,0
807,75,1,96.78,10,2,4,0,2,3,0,1
808,263,0,110.0,10,21,4,2,0,0,0,0
809,30,0,195.53,9,24,4,2,2,5,0,0
810,18,1,160.67,9,28,4,3,0,3,1,1
811,120,2,132.3,10,13,4,3,0,3,0,1
812,217,2,90.1,5,25,4,4,0,0,0,0
813,9,1,71.84,3,1,4,3,0,0,0,1
814,1,2,45.0,4,28,3,1,0,0,0,1
815,45,1,131.4,3,19,4,1,1,3,0,0
816,35,0,95.4,3,5,4,1,1,3,0,0
817,103,1,93.6,12,2,4,2,1,0,0,0
818,154,2,79.2,12,8,4,2,0,0,3,1
819,16,0,83.03,3,8,4,1,0,1,0,0
820,18,1,65.0,6,20,2,0,1,0,0,1
821,2,1,111.0,11,22,4,1,0,0,0,1
822,1,1,111.0,8,1,4,0,1,0,0,1
823,221,0,65.0,10,10,3,1,2,0,0,1
824,156,2,171.96,8,13,4,5,2,0,1,0
825,55,0,168.3,9,20,4,3,0,3,0,0
826,14,1,166.0,8,14,4,3,2,3,0,1
827,28,0,85.0,10,20,3,3,0,0,0,1
828,13,0,96.0,12,5,4,0,1,0,0,1
829,15,2,150.0,10,19,4,3,0,0,0,1
830,51,1,92.82,3,16,4,4,0,0,0,1
831,38,1,64.72,10,31,3,4,2,0,0,1
832,134,0,89.25,7,13,4,4,0,0,3,1
833,53,3,135.9,9,9,4,2,0,0,0,1
834,1,1,0.0,1,8,4,0,0,0,3,1
835,2,1,0.0,9,10,1,1,0,0,0,1
836,87,1,112.25,10,23,3,1,2,0,1,1
837,25,0,76.5,8,15,3,1,1,0,0,1
838,7,1,215.0,4,15,3,2,0,4,1,1
839,229,0,89.25,10,22,4,2,2,0,0,0
840,14,1,98.67,10,30,3,2,1,3,0,1
841,5,0,84.0,5,8,3,0,2,0,0,1
842,35,0,67.5,2,12,4,2,0,0,3,0
843,1,1,77.25,12,19,4,1,0,1,0,1
844,67,0,85.0,10,3,3,5,2,0,0,0
845,90,0,48.6,7,7,4,15,5,0,3,0
846,315,0,52.0,12,2,3,2,0,0,0,1
847,67,0,185.1,4,27,4,3,0,5,0,0
848,19,0,147.0,3,18,4,2,0,0,1,0
849,0,0,75.0,8,10,4,0,1,0,3,0
850,111,2,198.9,5,27,4,2,1,5,0,1
851,0,2,90.0,8,5,4,3,0,0,0,1
852,99,0,112.05,7,9,4,2,2,0,0,0
853,0,0,106.0,2,13,4,1,1,3,0,0
854,103,0,95.0,5,4,4,3,0,0,0,0
855,39,2,96.3,11,27,4,2,1,0,0,1
856,12,1,65.0,9,19,2,0,1,0,0,1
857,76,0,79.56,7,13,3,4,0,0,0,1
858,9,1,75.0,11,1,4,1,2,0,3,1
859,61,1,207.64,9,7,4,5,2,5,0,1
860,232,0,100.3,9,5,4,3,1,0,0,0
861,16,1,127.0,3,19,4,1,0,0,0,1
862,146,0,113.56,8,9,3,3,0,4,0,1
863,60,0,128.85,5,16,4,2,1,0,0,1
864,13,0,82.4,8,21,4,3,2,0,3,1
865,30,5,96.3,10,14,4,3,0,0,0,1
866,53,2,113.4,10,5,4,2,0,0,0,1
867,59,0,168.3,9,24,4,1,1,3,0,0
868,8,0,129.0,9,11,4,0,1,0,3,1
869,28,2,156.25,4,11,4,3,1,0,1,1
870,1,1,230.0,11,10,4,1,0,5,0,1
871,11,0,203.5,4,24,4,2,2,5,0,0
872,19,0,90.0,10,6,3,3,0,0,0,1
873,14,0,85.0,2,18,4,2,0,0,0,0
874,4,1,103.0,7,1,2,1,0,3,0,1
875,6,0,67.0,11,16,2,1,0,0,0,1
876,31,1,53.19,3,4,4,2,1,0,3,1
877,67,1,91.2,9,5,4,2,1,0,3,0
878,111,1,107.1,8,12,4,2,0,0,3,1
879,110,0,120.0,10,9,3,0,1,0,0,0
880,105,0,88.12,3,20,4,4,2,3,0,1
881,8,2,174.0,9,3,4,2,0,0,0,1
882,4,0,95.0,5,16,2,1,1,0,0,1
883,82,0,76.5,7,16,4,5,2,0,0,0
884,40,1,6.0,1,14,4,3,0,1,0,1
885,24,0,50.0,12,5,2,2,2,0,0,1
886,62,0,75.0,11,20,3,2,2,0,0,1
887,31,0,63.0,11,7,3,0,1,0,3,1
888,91,0,80.0,9,30,3,2,1,0,0,1
889,87,1,58.9,7,10,4,7,3,0,0,0
890,83,1,76.5,8,5,4,4,1,0,0,1
891,139,1,72.25,12,3,4,1,0,0,0,0
892,301,1,115.0,7,30,4,1,1,0,1,0
893,31,0,75.0,9,16,4,2,1,0,0,0
894,230,1,96.3,9,2,4,2,1,0,0,1
895,2,2,143.22,4,1,4,2,2,5,0,1
896,94,0,138.25,7,13,4,3,0,4,0,1
897,418,0,107.0,9,26,4,2,1,0,1,0
898,10,0,66.0,2,4,2,1,0,0,0,1
899,36,0,112.0,10,13,3,3,0,0,1,1
900,48,0,75.0,11,1,3,4,0,0,0,1
901,4,1,139.0,7,6,4,2,0,0,3,1
902,51,0,87.3,7,21,3,5,2,3,1,1
903,168,0,85.0,4,22,3,2,1,0,0,0
904,39,1,126.0,10,2,4,1,2,0,0,0
905,246,1,58.36,12,27,4,5,2,0,0,1
906,418,0,107.0,9,26,3,2,1,0,1,0
907,85,2,113.4,10,17,4,2,1,0,0,1
908,78,1,154.29,12,29,3,3,1,0,0,1
909,43,1,119.0,10,25,4,1,0,0,0,1
910,53,3,134.45,11,10,4,3,1,3,0,1
911,0,0,85.0,2,24,4,1,0,0,3,1
912,41,1,110.7,6,20,4,3,1,0,0,1
913,73,0,85.0,7,14,3,3,0,0,0,1
914,37,0,105.0,10,13,3,3,0,0,0,1
915,292,0,90.0,7,21,3,2,0,0,1,1
916,159,1,70.0,4,9,3,1,1,0,0,1
917,308,0,52.0,11,25,3,2,0,0,0,0
918,35,0,93.6,12,20,4,2,0,0,0,0
919,64,0,130.0,5,17,2,2,0,0,0,1
920,139,2,228.6,7,4,4,2,1,5,1,0
921,140,0,113.9,7,31,4,3,2,3,0,0
922,33,4,147.25,9,26,4,1,1,3,0,1
923,165,2,99.45,7,21,4,3,2,0,0,1
924,17,1,113.33,10,1,4,3,0,0,0,1
925,163,2,105.3,8,1,4,0,1,0,0,0
926,22,1,64.37,11,14,4,2,1,0,3,1
927,62,1,70.78,7,18,4,3,1,0,3,1
928,80,1,93.6,11,19,4,1,2,0,0,1
929,58,1,152.08,9,26,4,3,1,5,0,1
930,52,2,166.5,9,1,4,3,1,3,1,1
931,19,2,99.0,5,9,4,1,1,0,3,1
932,56,1,185.0,9,25,3,2,2,0,0,1
933,55,0,100.0,9,9,2,2,0,0,0,0
934,1,1,0.0,9,1,1,1,0,0,0,1
935,23,2,88.0,11,17,4,2,0,0,3,1
936,47,0,119.17,4,25,4,4,1,0,0,0
937,100,2,72.25,12,12,4,1,2,0,0,1
938,3,0,120.0,10,1,4,1,0,0,0,1
939,236,1,6.0,7,28,4,4,2,1,0,1
940,126,1,85.5,7,27,4,2,1,0,0,1
941,1,0,98.0,8,9,4,0,1,0,3,1
942,100,0,108.0,10,16,3,1,0,0,1,0
943,4,2,169.0,9,4,4,3,2,0,0,1
944,0,1,0.0,5,4,1,1,0,6,0,1
945,29,0,75.0,10,20,3,3,0,3,0,1
946,77,0,97.02,3,26,4,5,2,3,0,0
947,17,1,87.5,8,29,4,4,2,0,0,0
948,209,1,128.7,10,21,4,3,2,3,0,0
949,169,0,106.0,4,22,4,2,2,0,1,0
950,253,0,2.0,9,26,4,2,1,0,0,1
951,63,0,87.3,3,5,4,1,2,3,0,0
952,94,1,144.0,4,28,4,2,0,3,0,1
953,0,1,80.0,8,4,4,2,0,0,3,1
954,51,0,75.0,11,11,3,2,2,0,0,1
955,102,0,140.4,6,3,4,1,0,3,0,1
956,1,1,109.0,3,16,4,1,0,0,0,1
957,161,0,116.1,9,8,4,3,0,0,0,0
958,23,2,87.0,1,7,4,3,1,0,0,1
959,51,0,107.1,7,6,4,1,0,0,3,0
960,19,0,80.0,10,6,3,3,0,0,0,1
961,14,1,91.43,8,17,4,4,1,0,3,1
962,36,0,85.0,10,25,3,3,0,0,0,1
963,29,3,201.25,10,5,4,2,0,3,0,1
964,14,0,100.0,10,15,3,2,0,0,0,1
965,0,1,90.0,8,5,4,4,0,0,0,1
966,7,1,119.0,4,15,4,2,0,0,3,1
967,68,1,99.45,3,20,4,3,2,3,0,1
968,0,1,50.0,3,17,2,1,0,0,0,1
969,38,0,151.47,8,19,4,2,2,3,0,0
970,51,2,109.8,12,6,4,3,0,0,0,1
971,70,0,170.1,9,3,4,4,2,0,1,0
972,292,0,115.0,7,21,3,2,0,0,1,0
973,24,1,153.23,11,7,4,2,1,0,0,1
974,276,0,95.0,9,22,3,3,0,0,0,0
975,0,2,68.85,7,23,4,1,0,3,0,1
976,3,2,111.0,2,5,4,2,0,0,0,1
977,82,0,109.37,4,16,4,4,2,3,0,0
978,72,1,60.0,2,12,3,2,0,0,0,1
979,123,0,93.08,4,21,4,3,1,0,0,1
980,0,3,107.0,10,19,2,4,0,0,0,1
981,0,0,140.0,10,30,4,0,1,0,3,1
982,14,0,65.0,4,29,3,1,0,0,0,1
983,27,0,110.0,11,15,3,4,0,0,1,1
984,249,1,86.62,8,27,4,1,1,1,0,0
985,120,0,127.8,8,8,4,3,1,3,0,0
986,4,1,180.0,9,25,4,1,2,0,0,1
987,130,1,90.95,6,28,4,5,0,0,0,0
988,69,2,135.15,5,9,4,4,1,0,0,1
989,1,0,89.0,4,13,4,1,0,0,3,0
990,64,2,116.1,4,29,4,2,1,0,3,1
991,88,1,156.6,11,26,4,1,0,5,0,0
992,80,0,79.2,12,7,4,3,0,0,3,0
993,150,0,101.0,1,2,3,1,2,0,1,1
994,75,1,52.85,11,16,4,2,1,0,0,1
995,86,1,65.0,5,20,3,2,1,0,0,1
996,35,2,88.4,12,5,4,3,1,0,0,1
997,8,1,187.55,9,12,4,1,1,3,0,1
998,69,0,120.0,6,12,3,4,2,0,0,0
999,126,2,106.03,5,4,4,4,0,3,0,1
1000,8,1,103.0,3,11,4,2,1,1,0,1
1001,15,0,88.8,3,4,4,2,0,3,0,0
1002,157,1,97.75,7,6,4,4,0,0,3,1
1003,2,0,67.0,4,20,2,1,0,0,0,1
1004,28,1,159.0,9,16,4,2,0,0,0,1
1005,12,3,90.0,8,23,4,2,2,0,0,1
1006,26,0,104.0,12,16,4,2,0,0,0,0
1007,37,1,88.39,12,14,4,5,2,0,0,1
1008,12,2,68.0,12,3,3,3,2,0,0,1
1009,75,1,77.03,6,26,4,2,2,0,0,1
1010,8,3,133.6,10,4,4,3,2,0,0,1
1011,124,0,94.5,8,8,3,1,2,0,1,0
1012,49,0,93.15,7,11,4,0,1,0,3,0
1013,2,0,86.32,1,2,4,4,2,0,1,1
1014,129,0,80.75,10,24,3,3,1,0,0,1
1015,45,3,217.75,3,15,4,8,2,6,0,1
1016,69,1,162.3,8,27,4,1,2,3,0,0
1017,24,2,148.0,8,4,4,2,0,0,3,1
1018,70,0,100.0,6,3,3,2,0,0,0,1
1019,115,0,151.2,10,15,4,4,2,3,0,0
1020,2,1,141.0,6,17,4,1,0,0,0,1
1021,240,0,95.4,9,14,4,2,0,0,3,0
1022,4,0,81.0,2,19,2,1,0,0,0,1
1023,33,1,157.5,10,5,4,4,0,3,0,0
1024,53,2,123.3,9,3,4,1,1,3,0,1
1025,0,1,89.0,2,27,4,1,0,0,0,1
1026,18,1,128.0,6,23,4,1,0,3,0,1
1027,181,0,250.0,10,11,3,1,0,4,0,0
1028,290,0,73.95,12,1,4,3,1,0,0,0
1029,10,1,87.5,11,14,4,3,1,0,3,1
1030,38,1,118.58,3,19,4,2,2,3,0,0
1031,0,1,153.0,8,7,4,2,0,5,3,1
1032,47,1,101.7,6,21,4,1,0,0,0,1
1033,19,1,109.0,3,18,4,2,0,0,0,1
1034,174,0,70.0,10,10,3,1,1,0,0,0
1035,144,2,129.6,9,23,4,3,2,0,0,1
1036,224,1,86.62,8,1,4,2,1,1,0,1
1037,190,0,89.25,8,19,4,5,2,0,3,0
1038,42,1,109.31,4,28,4,3,1,0,3,1
1039,118,0,116.1,6,2,4,3,0,0,3,0
1040,26,2,90.0,10,19,3,3,1,3,0,1
1041,31,1,96.3,11,26,4,3,0,0,0,1
1042,107,1,61.09,12,26,4,3,1,0,3,1
1043,0,0,75.0,11,7,2,1,1,0,0,1
1044,24,2,148.0,9,15,4,2,0,0,3,1
1045,33,2,116.1,5,19,4,1,0,0,3,1
1046,1,1,70.4,11,30,4,2,0,0,3,1
1047,127,1,143.1,9,18,4,2,2,3,0,1
1048,192,0,102.0,9,25,3,3,2,0,0,0
1049,257,0,101.5,7,1,4,2,0,0,1,0
1050,32,0,95.0,10,10,2,0,1,0,0,1
1051,5,1,131.0,4,23,4,1,1,3,0,1
1052,271,1,101.33,9,21,3,3,0,0,0,0
1053,41,2,105.0,10,18,4,3,2,0,0,1
1054,0,0,50.0,2,11,2,1,0,0,0,1
1055,20,0,160.0,9,25,3,2,1,0,0,0
1056,112,0,116.28,8,24,3,4,0,4,0,0
1057,77,1,187.85,5,2,4,3,1,5,0,1
1058,13,0,91.0,2,14,4,4,2,0,0,1
1059,99,0,91.45,3,12,4,2,2,3,0,1
1060,61,0,132.3,10,14,4,5,2,3,0,0
1061,36,1,107.1,10,16,4,0,1,0,0,0
1062,111,2,79.2,11,28,4,2,1,0,3,0
